Participant,Start,End,Sentence
1.Pink.22,01:35.0,01:37.1,"""And then four is the whiskey"""
1.Pink.23,01:38.2,01:39.2,"""Does that make sense"""
1.Blue.24,01:40.2,01:40.8,"""Yeah"""
1.Pink.24,01:41.2,01:42.4,"""Because theres """
1.Green.15,01:41.4,01:43.6,"""I did four as uh ball of steel wool"""
1.Green.16,01:43.6,01:47.0,"""Cause thatll catch a lot faster than uh that whiskey will"" "
1.Pink.25,01:46.4,01:46.9,"""Will it"""
1.Pink.26,01:47.0,01:49.0,"""Okay well thats smart"""
1.Blue.25,01:47.5,01:48.1,"""Okay"""
1.Blue.26,01:48.5,01:50.4,"""Yeah I thought of that after"""
1.Pink.27,01:49.0,01:51.4,"""$"""
1.Green.17,01:49.6,01:52.8,"""Cause you can you can you can you can spread those out right"""
1.Blue.27,01:51.0,01:51.7,"""Yeah"""
1.Blue.28,01:52.8,01:54.4,"""Yeah I thought about that after I saw that"""
1.Blue.29,01:54.4,01:56.8,"""I was like oh yeah that makes a lot of sense"""
1.Pink.28,01:55.3,01:56.0,"""Mhm"""
1.Pink.29,01:56.6,02:01.0,"""Okay so four is ball of steel wool"""
1.Pink.30,02:02.1,02:03.6,"""Uh five"""
1.Green.18,02:03.6,02:05.0,"""What did you have for five"""
1.Pink.31,02:05.0,02:06.0,"""Mines cigarette lighter"""
1.Green.19,02:06.1,02:06.4,"""Okay"""
1.Blue.30,02:06.3,02:08.4,"""I had four for flashlight with batteries"""
1.Blue.31,02:08.4,02:09.8,"""And then my five was a knife"""
1.Blue.32,02:09.9,02:11.4,"""Except we already have knife so"""
1.Green.20,02:11.1,02:11.8,"""Mkay"""
1.Pink.32,02:11.2,02:11.9,"""Mhm"""
1.Blue.33,02:12.0,02:13.1,"""I had flashlight then"""
1.Green.21,02:13.8,02:14.8,"""Why why flashlight"""
1.Blue.34,02:15.5,02:16.0,"""I dont know"""
1.Blue.35,02:16.0,02:17.0,"""I was just thinking"""
1.Blue.36,02:17.2,02:18.5,"""Its not very that important"""
1.Blue.37,02:18.5,02:21.5,"""I was just thinking more like in like in the dark"""
1.Pink.33,02:21.2,02:22.0,"""Yeah $"""
1.Blue.38,02:21.5,02:23.9,"""Just like thats all Im thinking about"""
1.Pink.34,02:22.1,02:23.0,"""$"""
1.Pink.35,02:23.0,02:24.1,"""I was like ah Im [unclear]"""
1.Green.22,02:23.6,02:27.2,"""Have you ever been out in like three in the morning without a flashlight"""
1.Blue.39,02:24.3,02:25.4,"""$"""
1.Blue.40,02:25.4,02:26.4,"""No"""
1.Blue.41,02:27.0,02:28.4,"""Well yeah"""
1.Green.23,02:28.3,02:29.4,"""You can see right"""
1.Blue.42,02:29.4,02:30.7,"""Okay well like kinda"""
1.Pink.36,02:30.1,02:31.3,"""Not in the woods"""
1.Blue.43,02:30.7,02:32.1,"""$"""
1.Pink.37,02:31.3,02:32.5,"""$"""
1.Blue.44,02:32.2,02:34.0,"""I dont know its just Im just """
1.Pink.38,02:32.6,02:34.7,"""You gotta see predators coming"""
1.Blue.45,02:34.1,02:35.4,"""Yeah its scary in the woods"""
1.Blue.46,02:35.4,02:37.3,"""I was thinking like bears and stuff"""
1.Blue.47,02:37.3,02:38.3,"""I dont know"""
1.Pink.39,02:37.6,02:39.4,"""You could flashlight fish"""
1.Blue.48,02:39.8,02:41.0,"""Yeah see I dont know"""
1.Pink.40,02:40.5,02:42.4,"""Cause youre near lakes"""
1.Blue.49,02:42.8,02:43.5,"""Yes"""
1.Pink.41,02:42.9,02:44.5,"""And youre stuck there for a while"""
1.Blue.50,02:43.5,02:44.5,"""I dont know"""
1.Green.24,02:44.1,02:46.5,"""Yeah you dont want to be wa walking in that water though"""
1.Pink.42,02:45.7,02:48.0,"""$"""
1.Green.25,02:48.0,02:51.1,"""Mid January in Manitoba no"""
1.Green.26,02:51.1,02:52.3,"""$"""
1.Pink.43,02:52.4,02:55.6,"""Okay where are we five"""
1.Blue.51,02:55.3,02:57.2,"""Yeah so what was"""
1.Pink.44,02:57.9,02:59.5,"""Hm"""
1.Green.27,02:59.3,03:00.5,"""I did compression kit"""
1.Blue.52,03:00.8,03:01.8,"""Okay"""
1.Pink.45,03:03.4,03:07.3,"""Well I think if we have the compass we might as well chuck the map in there you know"""
1.Blue.53,03:08.7,03:09.9,"""Compass and the map"""
1.Blue.54,03:09.9,03:11.6,"""Yeah I guess that makes sense"""
1.Green.28,03:12.7,03:15.8,"""Then again you can just look at the map and know where you are after"""
1.Pink.46,03:14.4,03:18.6,"""And also if you read it it says that he said you were eighty miles northwest"""
1.Pink.47,03:18.6,03:21.8,"""So if you kinda walk that way you might find it"""
1.Blue.55,03:20.3,03:22.0,"""$"""
1.Blue.56,03:22.0,03:23.1,"""Maybe"""
1.Pink.48,03:22.8,03:24.4,"""Maybe eighty miles later"""
1.Pink.49,03:24.4,03:25.3,"""$"""
1.Blue.57,03:27.4,03:28.1,"""Um"""
1.Green.29,03:27.4,03:28.5,"""Its not that far"""
1.Pink.50,03:29.3,03:30.2,"""Yeah"""
1.Green.30,03:29.4,03:30.4,"""Its just eighty miles"""
1.Pink.51,03:30.9,03:33.0,"""A quick jog away"""
1.Green.31,03:31.4,03:34.2,"""Couple days couple days couple days track"""
1.Pink.52,03:33.0,03:34.4,"""$"""
1.Pink.53,03:35.7,03:36.4,"""Okay"""
1.Blue.58,03:37.0,03:38.4,"""So what will be our five then"""
1.Pink.54,03:39.5,03:39.9,"""Mm"""
1.Green.32,03:42.2,03:46.4,"""Was there anything on here that we havent already gotten that we all wanted"""
1.Pink.55,03:45.0,03:46.4,"""That was higher"""
1.Pink.56,03:47.2,03:49.5,"""I did the pistol as higher"""
1.Pink.57,03:51.6,03:53.5,"""But its not really necessary"""
1.Blue.59,03:53.4,03:56.1,"""Pistol was like seven for me"""
1.Pink.58,03:55.7,03:56.4,"""Mhm"""
1.Blue.60,03:56.5,03:59.0,"""So you can shoot $ something"""
1.Green.33,03:58.3,03:59.3,"""It was my seven too"""
1.Green.34,03:59.3,04:00.0,"""$"""
1.Blue.61,03:59.4,04:00.2,"""$"""
1.Pink.59,03:59.6,04:00.3,"""$"""
1.Blue.62,04:00.4,04:01.3,"""Oh good"""
1.Green.35,04:00.4,04:02.0,"""Not not that high up"""
1.Pink.60,04:01.9,04:08.4,"""Yeah I know I was just like I was thinking like long term like if you needed to shoot animal to eat it"""
1.Blue.63,04:02.0,04:02.9,"""Yeah"""
1.Green.36,04:02.7,04:04.1,"""Its not that useful"""
1.Blue.64,04:07.4,04:08.4,"""Yeah"""
1.Pink.61,04:08.4,04:09.8,"""$"""
1.Blue.65,04:09.7,04:13.9,"""Yeah I I literally I put chocolate bar higher up than the pistol"""
1.Pink.62,04:10.2,04:12.0,"""Youre stuck there for a while"""
1.Blue.66,04:13.9,04:15.4,"""$"""
1.Green.37,04:14.2,04:14.8,"""Mhm"""
1.Green.38,04:15.2,04:15.7,"""Mhm"""
1.Pink.63,04:16.8,04:19.0,"""Okay okay five um"""
1.Blue.67,04:20.6,04:24.9,"""Oh sorry are we going to do the um compression kit or the map then"""
1.Pink.64,04:24.1,04:24.9,"""Mhm"""
1.Pink.65,04:25.5,04:27.2,"""[unclear] what did you"""
1.Green.39,04:26.9,04:28.3,"""Im Im indifferent for the two"""
1.Green.40,04:28.4,04:29.4,"""I did compression kit"""
1.Blue.68,04:29.4,04:30.0,"""Okay"""
1.Green.41,04:30.0,04:31.8,"""Cause I had map higher up but"""
1.Pink.66,04:31.4,04:33.2,"""Okay why dont we do map and then compression kit"""
1.Blue.69,04:33.1,04:34.3,"""Yeah"""
1.Pink.67,04:33.2,04:33.8,"""Is that okay"""
1.Green.42,04:33.8,04:34.2,"""Sure"""
1.Pink.68,04:34.6,04:38.1,"""Three four five six"""
1.Blue.70,04:40.7,04:42.8,"""And then seven I had the pistol too"""
1.Pink.69,04:43.4,04:49.1,"""Should we put the eighty five proof whiskey in there somewhere or it is replaced by the steel wool"""
1.Green.43,04:49.3,04:55.1,"""The steel wool can be used as cause we have flint already flint steel we already have it so"""
1.Pink.70,04:54.4,04:55.1,"""Mhm"""
1.Blue.71,04:55.6,04:56.9,"""Were pretty set"""
1.Pink.71,04:56.6,04:57.1,"""Okay"""
1.Green.44,04:57.1,04:58.5,"""Youre youre set for fire"""
1.Green.45,04:58.9,04:59.9,"""So you got warmth"""
1.Green.46,04:59.9,05:02.6,"""You have tool that you can use to build other tools"""
1.Pink.72,05:01.4,05:01.9,"""Mhm"""
1.Pink.73,05:04.3,05:06.7,"""Okay whats next"""
1.Green.47,05:07.1,05:08.5,"""And you have a way to get out"""
1.Blue.72,05:08.2,05:08.9,"""$"""
1.Green.48,05:08.5,05:09.3,"""Way to navigate"""
1.Blue.73,05:08.9,05:09.4,"""Kinda"""
1.Blue.74,05:09.4,05:10.3,"""$ yeah"""
1.Pink.74,05:10.0,05:10.8,"""$"""
1.Blue.75,05:11.5,05:14.6,"""So then we need kinda like a weapon maybe"""
1.Pink.75,05:13.8,05:15.6,"""Okay so the the pistol then"""
1.Blue.76,05:15.6,05:17.5,"""Yeah well do seven as the pistol"""
1.Pink.76,05:17.2,05:18.2,"""Seven"""
1.Green.49,05:17.8,05:18.9,"""We have a knife"""
1.Blue.77,05:19.2,05:20.2,"""Oh yeah"""
1.Blue.78,05:22.1,05:23.6,"""Like are you oh yeah"""
1.Pink.77,05:22.6,05:24.0,"""Youre not going to stab an animal"""
1.Blue.79,05:23.6,05:26.5,"""Personally personally I wouldnt like go at an animal $"""
1.Pink.78,05:24.0,05:27.0,"""$"""
1.Green.50,05:25.2,05:26.0,"""$"""
1.Blue.80,05:26.5,05:28.3,"""But $ you know"""
1.Pink.79,05:27.8,05:29.2,"""Im not that swift"""
1.Green.51,05:28.5,05:29.8,"""You tie it around a stick"""
1.Blue.81,05:30.6,05:31.9,"""Yeah Im not that """
1.Green.52,05:30.9,05:32.5,"""And then you and then you have a spear"""
1.Green.53,05:32.5,05:35.8,"""Which is actually going to be illegal to hunt now in BC"""
1.Blue.82,05:35.8,05:38.2,"""Im not that like smart """
1.Pink.80,05:36.6,05:37.9,"""Spear hunting"""
1.Green.54,05:37.2,05:39.4,"""Spear hunting is now no longer allowed"""
1.Pink.81,05:37.9,05:39.2,"""[unclear]"""
1.Blue.83,05:39.2,05:39.9,"""Um"""
1.Pink.82,05:39.2,05:41.3,"""We would need the rope to do that"""
1.Blue.84,05:41.4,05:43.1,"""Yeah I put eight as rope"""
1.Pink.83,05:42.8,05:43.4,"""Mhm"""
1.Blue.85,05:43.2,05:44.6,"""I dont know why"""
1.Green.55,05:43.5,05:44.2,"""Same"""
1.Pink.84,05:44.4,05:45.0,"""Okay"""
1.Blue.86,05:44.7,05:46.0,"""I just kinda"""
1.Green.56,05:45.6,05:46.9,"""It comes in handy"""
1.Blue.87,05:46.7,05:49.2,"""Yeah I kinda thought it would"""
1.Blue.88,05:50.2,05:50.9,"""Um"""
1.Green.57,05:51.2,05:54.0,"""Nine I put extra shirt pants"""
1.Blue.89,05:54.8,05:56.5,"""Yep I put well """
1.Green.58,05:56.1,05:58.5,"""Cause you can use a lot of that for other stuff"""
1.Green.59,05:58.5,06:00.8,"""You can start ripping it apart and using it for """
1.Blue.90,06:00.2,06:00.8,"""Thats true"""
1.Pink.85,06:00.5,06:01.0,"""Mhm"""
1.Blue.91,06:00.8,06:02.7,"""You dont always have to use it for """
1.Green.60,06:02.5,06:03.6,"""For what its intended"""
1.Pink.86,06:02.9,06:03.6,"""Okay I """
1.Blue.92,06:03.2,06:05.9,"""My nine was a compass but I mean thats super irrelevant"""
1.Pink.87,06:05.6,06:05.8,"""Yeah"""
1.Green.61,06:05.7,06:07.0,"""$"""
1.Pink.88,06:07.2,06:08.3,"""Knife"""
1.Pink.89,06:09.8,06:11.0,"""Um"""
1.Blue.93,06:11.7,06:13.6,"""My ten okay we already have my ten"""
1.Blue.94,06:13.6,06:14.7,"""That sounds terrific"""
1.Pink.90,06:14.8,06:15.8,"""Yeah I put ten"""
1.Pink.91,06:15.8,06:17.4,"""Mine is flashlight is ten"""
1.Blue.95,06:17.3,06:18.5,"""$"""
1.Pink.92,06:17.4,06:18.7,"""$"""
1.Green.62,06:18.4,06:20.5,"""I put fifteen as flashlight and batteries"""
1.Blue.96,06:20.3,06:21.2,"""Really"""
1.Pink.93,06:20.7,06:22.2,"""Mhm mine was can of shortening"""
1.Pink.94,06:22.2,06:24.4,"""I dont really know how to use"""
1.Pink.95,06:24.4,06:25.6,"""$"""
1.Green.63,06:24.9,06:27.3,"""Can of shortening is also uh a starter"""
1.Pink.96,06:27.6,06:28.5,"""Okay"""
1.Blue.97,06:28.9,06:31.1,"""I put that as my thirteen"""
1.Green.64,06:31.0,06:31.5,"""Yep"""
1.Pink.97,06:31.6,06:34.8,"""Okay so wha whats whats the next most important one"""
1.Green.65,06:35.0,06:37.4,"""Well do we want to work from back forward now"""
1.Pink.98,06:37.8,06:39.6,"""Okay lets do the least important one"""
1.Pink.99,06:39.6,06:40.4,"""$"""
1.Green.66,06:40.4,06:41.3,"""Least important"""
1.Blue.98,06:41.3,06:43.6,"""You would you would say flashlight"""
1.Green.67,06:43.6,06:46.3,"""I would say flashlight followed by ski poles"""
1.Blue.99,06:44.6,06:45.4,"""Okay"""
1.Blue.100,06:46.3,06:48.6,"""Okay uh mines I put mine as ski poles"""
1.Blue.101,06:48.6,06:51.8,"""Cause that I dont like I dont know"""
1.Blue.102,06:51.8,06:54.3,"""What would you do with it Ski Ski away"""
1.Blue.103,06:54.4,06:55.1,"""$"""
1.Green.68,06:54.9,06:56.5,"""Well you dont have you dont have skis"""
1.Green.69,06:56.5,06:57.9,"""You just have the poles right"""
1.Blue.104,06:56.6,06:57.7,"""Uh yeah exactly"""
1.Blue.105,06:57.7,07:00.2,"""But could it be used as a weapon too"""
1.Green.70,06:59.9,07:05.4,"""It it could be used as a weapon but ski poles and sticks look very similar"""
1.Blue.106,07:01.2,07:02.5,"""But we already have """
1.Blue.107,07:04.8,07:05.5,"""Yeah"""
1.Pink.100,07:05.3,07:10.5,"""I was thinking more to like build a shelter but you have sticks all around so I dont understand how that would be necessary"""
1.Green.71,07:08.6,07:11.0,"""You have you have you have you have trees already"""
1.Pink.101,07:10.5,07:12.0,"""Yeah $"""
1.Green.72,07:11.0,07:12.5,"""Y you dont need it"""
1.Blue.108,07:11.8,07:14.3,"""Okay so do we want to put um"""
1.Pink.102,07:13.6,07:14.7,"""That as fifteen"""
1.Green.73,07:14.1,07:16.9,"""Id put ski poles or yeah I think that would be """
1.Blue.109,07:14.8,07:16.4,"""Yeah fif fifteen"""
1.Blue.110,07:16.4,07:19.9,"""And then we could put fourteen as flashlights if we want"""
1.Green.74,07:21.6,07:23.0,"""Why what did you have for your fourteen"""
1.Blue.111,07:23.0,07:27.4,"""Um I had the air map made of plastic"""
1.Pink.103,07:27.0,07:27.5,"""Mm"""
1.Blue.112,07:27.4,07:27.9,"""$"""
1.Green.75,07:28.4,07:29.9,"""A map that doesnt get wet"""
1.Green.76,07:29.9,07:31.3,"""$"""
1.Blue.113,07:31.7,07:34.6,"""I just I dont know just cause they already told you where you were"""
1.Blue.114,07:34.6,07:39.1,"""I dont I I dont know how to read a map so it would just be super pointless for me honestly"""
1.Pink.104,07:35.6,07:37.5,"""Yeah no I dont know how to read a map"""
1.Pink.105,07:37.5,07:38.9,"""$"""
1.Green.77,07:39.2,07:39.6,"""Mhm"""
1.Pink.106,07:40.6,07:42.0,"""Okay uh"""
1.Blue.115,07:42.3,07:45.3,"""Thirteen for me was the can of shortening but"""
1.Pink.107,07:46.1,07:48.4,"""Okay and what was whats left"""
1.Pink.108,07:48.6,07:49.7,"""Then the chocolate bar"""
1.Blue.116,07:50.2,07:52.2,"""Chocolate bar yeah"""
1.Blue.117,07:52.3,07:52.8,"""That was """
1.Pink.109,07:52.3,07:53.1,"""And """
1.Green.78,07:52.8,07:53.7,"""Youd want that though"""
1.Green.79,07:53.8,07:55.2,"""That that would be higher up"""
1.Blue.118,07:54.9,07:55.8,"""Yeah"""
1.Pink.110,07:56.0,07:58.2,"""No but Im saying what what else is left here"""
1.Pink.111,07:58.2,08:00.2,"""Oh and the the whiskey"""
1.Green.80,07:58.9,08:00.0,"""Lets lets see here"""
1.Blue.119,07:59.0,08:04.6,"""New newspaper chocolate bar whiskey shortening"""
1.Green.81,08:00.7,08:01.8,"""Newspaper"""
1.Green.82,08:06.3,08:08.3,"""Shortening at the bottom for that one"""
1.Green.83,08:08.3,08:09.8,"""Because we already have a starter"""
1.Blue.120,08:08.4,08:09.2,"""Yeah [unclear]"""
1.Pink.112,08:09.7,08:11.8,"""So thirteen"""
1.Blue.121,08:09.8,08:12.0,"""Mm"""
1.Green.84,08:11.9,08:13.0,"""Yes"""
1.Blue.122,08:13.0,08:13.8,"""Um"""
1.Green.85,08:13.9,08:15.3,"""Yeah its thirteen"""
1.Pink.113,08:14.9,08:16.8,"""And then twelve"""
1.Blue.123,08:16.9,08:20.6,"""Do you want to put the chocolate bar or like"""
1.Green.86,08:21.9,08:24.2,"""I would put the chocolate bar above the newspaper"""
1.Blue.124,08:24.0,08:27.9,"""Yeah yeah just cause you might get a little hungry"""
1.Green.87,08:25.9,08:30.0,"""Cause I a little boost of energy is always well needed"""
1.Blue.125,08:28.2,08:31.3,"""Mhm so is that is that ten"""
1.Pink.114,08:29.2,08:33.0,"""So newspaper is going to be ten yeah"""
1.Blue.126,08:33.6,08:35.0,"""Yeah"""
1.Pink.115,08:36.5,08:39.8,"""And then chocolate bar is eleven"""
1.Blue.127,08:37.9,08:40.0,"""Like chocolate bar eleven"""
1.Green.88,08:40.0,08:40.8,"""Sure"""
1.Blue.128,08:41.0,08:42.3,"""$"""
1.Pink.116,08:41.2,08:42.9,"""And twelve $"""
1.Blue.129,08:42.3,08:44.0,"""I like chocolate yeah"""
1.Pink.117,08:43.3,08:44.2,"""Same here"""
1.Blue.130,08:44.2,08:46.1,"""I guess does that work"""
1.Pink.118,08:46.0,08:46.3,"""Mhm"""
1.Green.89,08:47.1,08:48.1,"""Wanna read them all"""
1.Pink.119,08:49.1,09:21.1,"""One is knife two compass three cigarette lighter without fluid four ball of steel wool five uh sectional air map made of plastic six compress kit seven loaded forty five caliber pistol eight thirty feet of rope nine extra shirt and pants ten newspaper eleven family sized chocolate bar twelve whiskey thirteen shortening fourteen flashlight fifteen ski poles"""
1.Blue.131,09:22.0,09:25.4,"""I honestly kinda feel like newspaper and chocolate bar should switch but I mean"""
1.Green.90,09:24.6,09:25.3,"""Same"""
1.Pink.120,09:25.4,09:26.2,"""Okay"""
1.Green.91,09:27.4,09:27.8,"""Yep"""
1.Green.92,09:29.7,09:32.2,"""I would almost say throw newspaper even farther down than that"""
1.Pink.121,09:33.1,09:35.1,"""Okay so eleven and ten"""
1.Green.93,09:35.1,09:35.5,"""Yep"""
1.Blue.132,09:41.2,09:42.3,"""Yep okay"""
1.Green.94,09:41.4,09:42.1,"""Yep looks good"""
1.Pink.122,09:43.4,09:43.8,"""Perfect"""
1.Green.95,09:44.8,09:45.2,"""Okay"""
